"Plan";"Cod";"Nombre Corto";"Eje";"Área";"Medida";"Objetivo";"Descripción";"Tipo de Medida";"Area de aplicación";"Año inicio";"Plazo ejecución";"Responsable";"Colaboradores internos";"Colaboradores externos";"Vinculación normativa";"Adecuaciones Normativas";"Tecnología, infraestructura y recursos necesarios";"Potenciales barreras y obstáculos";"Potenciales fuentes de financiamiento";"Consideraciones de Genero";"Acciones";"Indicador";"Meta";"status";"Tipología Territorial";"Escala Jurisdiccional"
"Alhue";"A-15";;"ADA";"DES";"Monitoreo y actualización participativa de Instrumentos GRD";"OE4. Reducir la vulnerabilidad de la población frente a amenazas socioambientales mediante el fortalecimiento de la gobernanza institucional, la fiscalización preventiva y el equipamiento de la primera respuesta comunitaria.";"Monitoreo y actualización constante de los planes de emergencia, evacuación y Reducción del Riesgo de Desastres (RRD). Mediante un codiseño con la comunidad, se definirán y señalizarán rutas seguras, zonas de seguridad y albergues frente a inundaciones e incendios forestales.";"PP; SAM";"Comunal";"2026";"2030";"Oficina de Emergencia Municipal";"SECPLA; DIDECO";"SENAPRED; GORE RM; Bomberos";"Ley NÂ° 21.364 (Sistema Nacional de Prevención y Respuesta ante Desastres), Plan Comunal para la RRD (PCRRD)";"Decretos que oficialicen las nuevas rutas de evacuación en el Plan Comunal de Emergencias.";"Sistemas de Información Geográfica (SIG), señalética reflectante y fotoluminiscente para rutas, facilitadores comunitarios.";"TEC";"LOC; REG; NAC";"Las rutas de evacuación y albergues deben codiseñarse considerando la movilidad reducida de adultos mayores y personas con discapacidad, asegurando rampas y accesos universales.";"A1. Mesas territoriales de diagnóstico de riesgo. A2. Trazado técnico de rutas y albergues. A3. Instalación de señalética. A4. Difusión masiva.";"Instrumentos GRD actualizados y localidades señalizadas";"Actualizar el 100% de los instrumentos GRD exigidos por ley y señalizar rutas seguras en al menos 5 localidades rurales críticas al 2027.";"Revisado";"";"COM"
"Alhue";"A-16";;"ADA";"DES";"Implementación y fiscalización de ordenanzas municipales preventivas";"OE4. Reducir la vulnerabilidad de la población frente a amenazas socioambientales mediante el fortalecimiento de la gobernanza institucional, la fiscalización preventiva y el equipamiento de la primera respuesta comunitaria.";"Formulación, aplicación y fiscalización de normativas locales para prevenir riesgos socioambientales. Regula estrictamente la obligación de mantener cortafuegos en predios privados y sanciona las quemas no autorizadas para reducir la probabilidad de incendios forestales.";"PP; BP";"Periurbano / Rural";"2026";"2028";"Administración Municipal";"Asesoría Jurídica; Oficina de Medio Ambiente";"CONAF; Carabineros; Juzgado de Policía Local";"Ley de Bosque Nativo, Plan Nacional de Prevención de Incendios (CONAF), PACCC Alhué";"Creación de la ""Ordenanza Municipal de Prevención de Incendios y Cortafuegos"" y actualización de la ordenanza de Medio Ambiente.";"Vehículos para inspectores municipales, drones para detectar quemas ilegales, talonarios de infracción, campaña radial de difusión de multas.";"SOC; ADM";"LOC";"Los incendios en la interfaz urbana afectan drásticamente a las viviendas sociales y asentamientos irregulares. Evitarlos protege directamente el patrimonio de familias vulnerables y mujeres jefas de hogar.";"A1. Redacción jurídica de la ordenanza. A2. Aprobación en Concejo Municipal. A3. Campaña educativa de ""marcha blanca"". A4. Despliegue de patrullajes de fiscalización.";"Ordenanzas promulgadas y fiscalizaciones ejecutadas";"Promulgar 1 nueva Ordenanza de Prevención de Incendios en 2026 y ejecutar al menos 15 operativos de fiscalización anuales en sectores críticos al 2028.";"Revisado";"";"COM"
"Alhue";"A-17";;"ADA";"DES";"Programa de fiscalización preventiva del tendido eléctrico comunal y fajas de seguridad";"OE4. Reducir la vulnerabilidad de la población frente a amenazas socioambientales mediante el fortalecimiento de la gobernanza institucional, la fiscalización preventiva y el equipamiento de la primera respuesta comunitaria.";"Programa de inspección municipal del mantenimiento del tendido eléctrico y despeje de fajas de seguridad. El municipio levantará catastros de riesgo y derivará denuncias formales a la empresa eléctrica y a la SEC para prevenir incendios forestales y asegurar la continuidad del suministro ante eventos extremos.";"SAM; PP";"Comunal / Rural (Zonas de interfaz y bosque)";"2026";"2030";"Administración Municipal; Oficina de Emergencia";"Oficina de Medio Ambiente; Asesoría Jurídica";"SEC; CONAF; SENAPRED; CGE";"Plan Comunal de Reducción del Riesgo de Desastres (PCRRD), Ley General de Servicios Eléctricos";"Modificación de la ordenanza de medio ambiente y emergencias para establecer procedimientos claros de levantamiento de actas de riesgo eléctrico en la vía pública.";"Drones para inspección de tendido en zonas de difícil acceso, vehículos 4x4, aplicación móvil o software para registro georreferenciado de denuncias.";"TEC; LEG";"LOC";"Evitar los cortes de energía protege directamente el funcionamiento de los Sistemas Sanitarios Rurales (APR), asegurando el agua potable y aliviando la carga de labores domésticas en escenarios de emergencia para mujeres rurales.";"A1. Levantamiento de puntos críticos mediante patrullaje de inspección. A2. Notificación y mesa de trabajo con la empresa eléctrica local. A3. Derivación de denuncias formales a la SEC por incumplimiento de fajas de seguridad.";"Inspecciones de riesgo eléctrico realizadas y derivadas";"Ejecutar al menos 2 patrullajes preventivos anuales (previo al verano y al invierno) cubriendo el 100% de las rutas críticas, y lograr el despeje efectivo del 80% de las anomalías reportadas al 2030.";"Revisado";"";"COM"
"Alhue";"A-18";;"ADA";"DES";"Gestión de portafolio de proyectos para financiamiento en RRD";"OE4. Reducir la vulnerabilidad de la población frente a amenazas socioambientales mediante el fortalecimiento de la gobernanza institucional, la fiscalización preventiva y el equipamiento de la primera respuesta comunitaria.";"Estructuración de un banco de proyectos municipales con rentabilidad social y climática, orientados a apalancar fondos externos (FNDR, PMU, SUBDERE). Busca aumentar el presupuesto local para financiar obras estructurales de reducción de riesgos y resiliencia climática.";"F; FC";"Comunal";"2026";"2030";"SECPLA; Unidad de Licitación y Proyectos";"DOM; Oficina de Emergencia";"GORE RM; SUBDERE; MIDESO; Asociación Chilena de Municipalidades";"Sistema Nacional de Inversiones (SNI), Plan Comunal para la Reducción del Riesgo de Desastres";"Inclusión formal de la cartera de proyectos RRD priorizados en el Plan de Desarrollo Comunal (PLADECO) y en el Presupuesto Municipal anual.";"Profesionales formuladores de proyectos capacitados en financiamiento climático, asesorías de ingeniería para diseño de prefactibilidad, software de evaluación económica.";"ADM; ECO";"NAC; LOC";"Los proyectos priorizados en el portafolio deberán integrar enfoques de vulnerabilidad, asegurando que las obras de mitigación protejan primariamente a las localidades con mayor índice de pobreza multidimensional y aislamiento en la comuna.";"A1. Identificación y priorización de obras de riesgo en la comuna. A2. Diseño de ingeniería y arquitectura de los proyectos. A3. Ingreso de proyectos al Banco Integrado de Proyectos (BIP) o plataformas de SUBDERE. A4. Adjudicación de fondos.";"Proyectos de RRD formulados y fondos externos apalancados";"Contar con un portafolio permanente de al menos 4 proyectos de infraestructura RRD diseñados, y lograr apalancar financiamiento externo para la ejecución de al menos 2 obras mayores al año 2030.";"Revisado";"";"COM"
"Alhue";"A-19";;"ADA";"DES";"Fortalecimiento y equipamiento de brigadas comunitarias de primera respuesta";"OE4. Reducir la vulnerabilidad de la población frente a amenazas socioambientales mediante el fortalecimiento de la gobernanza institucional, la fiscalización preventiva y el equipamiento de la primera respuesta comunitaria.";"Programa masivo de capacitación a toda la comunidad en primeros auxilios, RCP, uso de extintores y supervivencia. A partir de esto, se conformarán y equiparán brigadas vecinales preparadas para actuar tempranamente como apoyo logístico y de primera respuesta a Bomberos ante emergencias y desastres.";"FC; BP";"Comunal";"2027";"2030";"DIDECO; Oficina de Emergencia";"Departamento de Salud; DAEM";"Bomberos; SENAPRED; Cruz Roja; Juntas de Vecinos";"Programa CERT (Equipos Comunitarios de Respuesta a Emergencias) de SENAPRED.";"Incorporación del programa de brigadas en el Plan de Capacitación Anual de DIDECO.";"Kits de emergencia comunitaria (radios VHF, extintores, botiquines trauma, herramientas manuales), instructores certificados (salud/bomberos).";"SOC";"NAC; LOC";"Fomentar la integración paritaria de mujeres en las brigadas comunitarias, rompiendo estereotipos de género en roles de rescate y emergencia, empoderándolas como líderes de resiliencia barrial.";"A1. Campaña de reclutamiento comunitario. A2. Ciclo de talleres prácticos (RCP, fuego, evacuación). A3. Entrega de kits de emergencia. A4. Simulacros conjuntos con Bomberos.";"Personas capacitadas y brigadas comunitarias operativas";"Capacitar a 200 vecinos en herramientas de supervivencia y conformar/equipar al menos 4 brigadas comunitarias en zonas rurales aisladas al año 2030.";"Revisado";"";"COM"
"Alhue";"A-20";"";"ADA";"DES";"Creación y puesta en marcha de Unidad/Dirección Municipal de GRD";"OE4. Reducir la vulnerabilidad de la población frente a amenazas socioambientales mediante el fortalecimiento de la gobernanza institucional, la fiscalización preventiva y el equipamiento de la primera respuesta comunitaria.";"Medida a mediano plazo para elevar la actual Oficina de Emergencia a una Unidad o Dirección jerarquizada que unifique la Reducción de Riesgos con la gestión ambiental. Asegurará presupuesto permanente y personal técnico especializado para implementar políticas de resiliencia.";"PP";"Comunal (Estructura interna municipal)";"2028";"2030";"Alcaldía; Administración Municipal";"SECPLA; Dirección de Administración y Finanzas";"SUBDERE; SENAPRED";"Ley Orgánica Constitucional de Municipalidades, Ley 21.364, Ley Marco de Cambio Climático 21.455";"Modificación del Reglamento de Organización Interna (Reglamento Interno) de la Municipalidad y ampliación de la Planta Municipal.";"Presupuesto corriente para contratación de profesionales (ingenieros, prevencionistas, geógrafos), oficinas equipadas, sistemas de telecomunicaciones.";"ADM; ECO";"LOC; NAC";"Establecer criterios de paridad de género en los concursos públicos para la contratación de la jefatura y los profesionales técnicos de la nueva Dirección.";"A1. Estudio de factibilidad técnica y financiera. A2. Presentación y aprobación de modificación de planta/reglamento en Concejo Municipal. A3. Asignación de presupuesto anual. A4. Concurso público e instalación del equipo.";"Nombre del | Unidad GRD formalizada y presupuesto asignado";"Formalizar jurídica y operativamente la nueva Dirección/Unidad de Gestión del Riesgo de Desastres, dotada de al menos 3 profesionales técnicos especializados, al año 2030.";"Revisado";"";"COM"
"Alhue";"A-21";;"ADA";"INF";"Evaluación y monitoreo de infraestructura crítica expuesta a riesgos climáticos";"OE5. Asegurar la continuidad de los servicios esenciales y salvaguardar la vida humana mediante el monitoreo, protección y refuerzo resiliente de la infraestructura comunal (vial, sanitaria, hídrica y de emergencia).";"Levantamiento de un catastro geoespacial y programa de evaluación periódica del estado de vulnerabilidad de la infraestructura crítica (caminos, puentes, redes eléctricas). Permite focalizar las inversiones preventivas frente a amenazas de remociones en masa, incendios forestales y temporales.";"SAM; PP";"Comunal";"2026";"2028";"SECPLA; DOM";"Oficina de Emergencia Municipal";"MOP; SENAPRED; GORE RM; Sector Privado";"Plan Comunal para la Reducción del Riesgo de Desastres (PCRRD), Plan Sectorial de Adaptación de Infraestructura";"Incorporación de la variable de ""riesgo climático"" en el Plan de Inversiones en Infraestructura de Movilidad y Espacio Público (PIIMEP) y PLADECO.";"Sistemas de Información Geográfica (SIG), uso de drones para inspección de puentes y quebradas, profesionales topógrafos e ingenieros civiles.";"ADM";"LOC; NAC";"El catastro identificará rutas de evacuación críticas para localidades rurales aisladas, priorizando el mantenimiento de puentes que aseguren el traslado seguro de personas mayores, gestantes y niños en emergencias.";"A1. Levantamiento topográfico y digitalización SIG. A2. Priorización de puntos críticos y mesa de trabajo con MOP/Vialidad. A3. Postulación de cartera de proyectos preventivos.";"Porcentaje de infraestructura crítica evaluada";"100% de la infraestructura crítica vial y de servicios básicos catastrada y con evaluación de vulnerabilidad concluida al año 2028.";"Revisado";"";"COM"
"Alhue";"A-22";;"ADA";"INF";"Refuerzo estructural y resguardo de Sistemas Sanitarios Rurales (SSR)";"OE5. Asegurar la continuidad de los servicios esenciales y salvaguardar la vida humana mediante el monitoreo, protección y refuerzo resiliente de la infraestructura comunal (vial, sanitaria, hídrica y de emergencia).";"Ejecución de obras de protección (cortafuegos, soterramiento) y refuerzo estructural en la infraestructura de los SSR (ex APR) frente a sequías e incendios. Asegura fuentes de respaldo y redes de emergencia para garantizar el suministro ininterrumpido de agua potable rural.";"IO";"Rural (Localidades con abastecimiento autónomo)";"2027";"2030";"DOM";"SECPLA; Oficina de Medio Ambiente; DIDECO";"DOH; GORE RM; Comités y Cooperativas de SSR";"Estrategia Hídrica Local (EHL) de Alhué, Ley de Servicios Sanitarios Rurales (NÂ° 20.998)";"Decretos municipales de servidumbre o comodato que faciliten la rápida intervención o ampliación de las zonas de protección de pozos.";"Estanques de acumulación de material ignífugo, tuberías de HDPE soterradas, bombas de extracción de respaldo, construcción de cortafuegos perimetrales.";"AMB";"NAC; REG";"Los cortes de suministro de agua impactan directamente en el aumento del trabajo doméstico y de cuidado no remunerado, históricamente feminizado. Asegurar la resiliencia del APR alivia esta carga en las mujeres rurales.";"A1. Diagnóstico de vulnerabilidad estructural en los comités SSR. A2. Diseño de ingeniería de refuerzo y protección contra incendios. A3. Postulación a fondos DOH/PMB. A4. Ejecución y recepción de obras.";"Sistemas Sanitarios Rurales con obras de resiliencia ejecutadas";"Al menos 70% de los Sistemas Sanitarios Rurales de Alhué cuentan con infraestructura reforzada y autonomía frente a emergencias climáticas al año 2030.";"Revisado";"";"COM"
"Alhue";"A-23";;"ADA";"INF";"Modernización y equipamiento de centros operativos de emergencia";"OE5. Asegurar la continuidad de los servicios esenciales y salvaguardar la vida humana mediante el monitoreo, protección y refuerzo resiliente de la infraestructura comunal (vial, sanitaria, hídrica y de emergencia).";"Mejoramiento de la infraestructura física, capacidad logística y dotación tecnológica de los cuarteles de Bomberos y recintos de Carabineros de Alhué. Asegura una primera respuesta rápida, segura y sostenida frente a la propagación de incendios forestales, aluviones y cortes de ruta.";"IO; FC";"Comunal";"2028";"2030";"SECPLA; DOM";"Oficina de Emergencia Municipal;Administración Municipal";"Bomberos; Carabineros; SENAPRED; GORE RM";"Plan Comunal de Emergencias, Política Nacional para la Reducción del Riesgo de Desastres 2020-2030";"Actualización del Plan Anual de Inversiones Municipal para priorizar el cofinanciamiento de equipamiento de primera respuesta.";"Sistemas de radiocomunicaciones redundantes (VHF/UHF), vehículos 4x4 forestales, piscinas de acumulación rápida de agua, Equipos de Protección Personal (EPP) normados.";"ECO; ADM";"NAC; OTR; LOC";"Los proyectos de remodelación de infraestructura en cuarteles incluirán obligatoriamente acomodaciones equitativas (baños y dormitorios segregados), fomentando y facilitando la integración de mujeres bomberas y rescatistas en la comuna.";"A1. Levantamiento de brechas de infraestructura y equipamiento con Bomberos/Carabineros. A2. Formulación de proyectos y postulación a FNDR. A3. Adjudicación, compra de equipamiento y ejecución de remodelaciones.";"Cuarteles de respuesta de emergencia modernizados";"El 100% de los cuarteles de Bomberos locales y puntos de control policial logran ser modernizados y equipados para soportar temporadas críticas de emergencias climáticas al 20230";"Revisado";"";"COM"
"Alhue";"A-24";;"ADA";"INF";"Piloto y gestión externa de respaldo energético continuo en salud y educación";"OE5. Asegurar la continuidad de los servicios esenciales y salvaguardar la vida humana mediante el monitoreo, protección y refuerzo resiliente de la infraestructura comunal (vial, sanitaria, hídrica y de emergencia).";"Formulación de proyectos para dotar de soporte energético emergente (generadores híbridos, fomentando el uso de sistemas fotovoltaicos) a CESFAM, postas y escuelas. Debido a restricciones presupuestarias municipales a corto plazo, el enfoque inicial será el diseño y apalancamiento de fondos 100% externos, garantizando la operatividad de albergues y centros vitales ante apagones.";"IT; IO";"Comunal";"2028 (Fase de auditorías y formulación a fondos)";"2030";"SECPLA; DOM";"Departamento de Salud Municipal; DAEM";"Ministerio de Energía; Agencia de Sostenibilidad Energética; GORE RM; MINSAL";"Plan Sectorial de Mitigación y Adaptación del Sector Energía, Estrategia Energética Local (EEL) de Alhué, Plan Comunal de Salud";"Inclusión formal de requerimientos de autonomía energética en los próximos Planes Anuales de Desarrollo Educativo Municipal (PADEM) y Planes de Salud Comunal.";"Paneles fotovoltaicos (sistemas híbridos on-grid/off-grid con bancos de baterías), grupos electrógenos insonorizados de encendido automático, inversores, certificación SEC TE-4.";"ECO; TEC";"NAC; CON";"Mantener la operatividad del CESFAM y postas resguarda la cadena de frío de vacunas infantiles e insumos críticos, y la habilitación de escuelas como albergues iluminados previene vulneraciones a la seguridad personal de mujeres y niños desplazados durante temporales o incendios.";"A1. Realizar auditorías de carga eléctrica crítica en CESFAM y escuelas seleccionadas. A2. Diseñar la ingeniería de detalle y postular a fondos MIDESO/FAE. A3. Adjudicación, ejecución y puesta en marcha del piloto sin cofinanciamiento municipal directo.";"Proyectos de respaldo energético formulados y/o ejecutados";"Obtener diseño y financiamiento externo para el 100% de los centros críticos (salud) al 2029, logrando la implementación física de al menos un (1) piloto funcional (ej. en el CESFAM principal) con autonomía comprobable al año 2030.";"Revisado";"";"COM"
"Alhue";"A-25";;"ADA";"SAL";"Capacitación epidemiológica y control de enfermedades zoonóticas y vectoriales";"OE6. Disminuir los riesgos físicos y psicosociales derivados de los impactos climáticos, fortaleciendo la vigilancia epidemiológica frente a nuevas zoonosis y capacitando a la comunidad y a la red asistencial para una respuesta temprana.";"Facilitar y garantizar el cumplimiento de las capacitaciones obligatorias del MINSAL para el personal de salud sobre enfermedades vectoriales (ej. dengue, hanta, chagas) exacerbadas por el cambio climático. En paralelo, el municipio adoptará una fuerte labor de difusión y sensibilización comunitaria para la prevención e identificación temprana.";"FC; SAM";"Comunal";"2026";"2030";"Departamento de Salud Municipal";"Oficina de Medio Ambiente; DIDECO";"MINSAL; SEREMI de Salud RM; SAG";"PSA Salud (Medida: Fortalecimiento de la capacidad de respuesta frente a vectores), Reglamento Sanitario Internacional";"Actualización de la Ordenanza Municipal de Zoonosis y Tenencia Responsable.";"Plataformas digitales de capacitación del MINSAL, insumos para toma de muestras en el CESFAM, material de difusión comunitaria.";"TEC; SOC";"NAC; LOC";"Capacitar a las mujeres jefas de hogar y dirigentas vecinales, quienes históricamente gestionan el saneamiento intradomiciliario, convirtiéndolas en monitoras clave para evitar aguas estancadas (criaderos de mosquitos).";"A1. Asegurar la inscripción y participación del personal en cursos MINSAL. A2. Elaborar cápsulas radiales y talleres comunitarios sobre desmalezado y eliminación de aguas estancadas. A3. Reporte oportuno de casos sospechosos a la SEREMI.";"Funcionarios capacitados y campañas de sensibilización vectorial.";"Lograr que el 100% del personal clínico estratégico reciba actualización epidemiológica según norma MINSAL, y ejecutar al menos 3 talleres preventivos comunitarios anuales al 2030.";"Revisado";"";"COM"
"Alhue";"A-26";;"ADA";"SAL";"Estructuración y fortalecimiento del programa de asistencia psicosocial ante emergencias y desastres";"OE6. Disminuir los riesgos físicos y psicosociales derivados de los impactos climáticos, fortaleciendo la vigilancia epidemiológica frente a nuevas zoonosis y capacitando a la comunidad y a la red asistencial para una respuesta temprana.";"Estructuración formal, mantención y fortalecimiento de un programa de contención y acompañamiento psicológico para emergencias y desastres en general. Abarca el antes, durante y después del evento, asegurando la actualización constante de información, la habilitación de atención en línea (telesalud/telemedicina) para zonas aisladas o de riesgo, y la difusión de material psicoeducativo hacia la población para fomentar la resiliencia mental comunitaria.";"PP; FC; IT";"Comunal";"2027";"2028";"Departamento de Salud Municipal";"Oficina de Emergencia; DIDECO; Oficina de Comunicaciones";"Mesa Técnica Intersectorial de Salud Mental en GRD; Servicio de Salud Metropolitano";"Plan Comunal de Emergencia, Ley 21.364 (SENAPRED), Plan Sectorial de Adaptación de Salud (Medida NÂ°8 de prestaciones en línea)";"Inserción de un ""Anexo Psicosocial"" vinculante dentro del Plan Comunal para la Reducción del Riesgo de Desastres (PCRRD) y el Plan de Salud Comunal.";"Plataforma digital segura para atención psicológica online (videollamadas/líneas telefónicas exclusivas), repositorio web con información psicoeducativa actualizada, vehículos para despliegue en terreno, psicólogos y trabajadores sociales.";"TEC";"LOC; REG";"Las mujeres, niños/as y personas mayores suelen presentar mayores índices de vulnerabilidad psicológica tras la pérdida de viviendas o medios de subsistencia rural (ej. pérdida de cultivos/animales). La atención (online y presencial) priorizará la contención familiar y evitará el traslado físico innecesario de personas con movilidad reducida.";"A1. Redactar el protocolo oficial de acción psicosocial dividiendo roles para el antes (preparación), durante (contención temprana) y después (seguimiento de trauma). A2. Diseñar, actualizar periódicamente y difundir material psicoeducativo en redes municipales. A3. Habilitar y promover la plataforma de atención psicosocial online/telefónica. A4. Despliegue de los equipos en terreno y/o activación de atenciones virtuales ante la ocurrencia del desastre.";"Protocolo psicosocial estructurado y atenciones (presenciales/online) realizadas.";"Contar con 1 protocolo oficial de asistencia psicosocial estructurado para todas las fases del desastre y habilitar el 100% de la capacidad de atención de salud mental en modalidad online/telefónica para emergencias al año 2028.";"Revisado";"";"COM"
"Alhue";"A-27";;"ADA";"SAL";"Promoción de alimentación sostenible y jardines comunitarios saludables (Fase 2).";"OE6. Disminuir los riesgos físicos y psicosociales derivados de los impactos climáticos, fortaleciendo la vigilancia epidemiológica frente a nuevas zoonosis y capacitando a la comunidad y a la red asistencial para una respuesta temprana.";"Fomento de huertos, jardines comunitarios y programas de educación en alimentación sostenible para reducir la vulnerabilidad alimentaria y promover estilos de vida saludables. Se ejecutará como una segunda etapa, estrictamente asociada a la habilitación previa de proyectos de reutilización de aguas grises o captación de aguas lluvias (Medida A-04) para garantizar su viabilidad hídrica.";"BP; FC";"Comunal";"2028";"2030";"Departamento de Salud; DIDECO";"Oficina de Medio Ambiente; DIDECO";"FOSIS; INDAP; INTA; Establecimientos educacionales";"PSA Salud (Medida: Promoción de la alimentación saludable y sostenible), Guías Alimentarias para Chile, Plan Comunal de Promoción de la Salud.";"Focalización de recursos del programa de ""Promoción de Salud"" municipal hacia la mantención de huertos comunitarios e intervenciones en escuelas.";"Conexión a sistemas de riego desde estanques de aguas grises (A-04), semillas, sustrato, herramientas agrícolas menores, nutricionistas y agrónomos (PRODESAL).";"AMB; SOC";"NAC";"Empoderar a grupos de mujeres (tradicionalmente encargadas de las huertas de traspatio) proporcionándoles semillas e insumos que fortalezcan la soberanía alimentaria de sus familias y generen redes de apoyo comunitario.";"A1. Identificar las juntas de vecinos o postas que ya cuentan con reciclaje de agua (Fase 1). A2. Diseño y construcción del huerto piloto comunitario. A3. Talleres de cocina saludable y cultivo con nutricionistas y agrónomos.";"Huertos comunitarios habilitados con agua reutilizada y talleres de alimentación.";"Habilitar al menos 3 huertos comunitarios sostenibles (conectados a sistemas de aguas grises/lluvias) y ejecutar un programa anual de educación en alimentación sostenible al 2030.";"Revisado";"";"COM"
"Alhue";"MX-01";;"MIX";"TRA";"Adhesión institucional y reporte continuo en el Programa HuellaChile para certificación de emisiones";"OE1. Institucionalizar la gobernanza climática municipal en Alhué para proteger ecosistemas, impulsar la descarbonización y el desarrollo local.";"Formalización de la inscripción municipal en la plataforma HuellaChile del Ministerio del Medio Ambiente. Permite cuantificar, reportar y verificar anualmente la huella de carbono corporativa. Incluye el diseño de planes de reducción internos para avanzar en la obtención de los sellos de cuantificación, reducción y neutralidad institucional al 2030.";"SAM; PP";"Comunal (Institucional Municipal)";"2026";"2030";"Oficina de Medio Ambiente";"SECPLA; Dirección de Administración y Finanzas";"MMA";"Ley Marco de Cambio Climático, Estrategia Climática de Largo Plazo (Meta de adhesión municipal a HuellaChile), Certificación SCAM";"Decreto alcaldicio que designe responsables técnicos para el levantamiento de datos anuales del inventario corporativo.";"Profesionales capacitados en cuantificación de GEI, uso de la plataforma digital HuellaChile.";"TEC";"LOC";"Conformar el equipo de cuantificación de emisiones municipal asegurando paridad de género, fomentando el liderazgo femenino en la gestión climática técnica.";"A1. Inscripción oficial en plataforma. A2. Recopilación de datos de consumo. A3. Cálculo y verificación del primer inventario. A4. Elaboración de plan de reducción.";"Sellos HuellaChile obtenidos.";"Obtener el sello de ""Cuantificación"" en 2028 y alcanzar el sello de ""Reducción"" al año 2030.";"Revisado";"";"COM"
"Alhue";"MX-02";;"MIX";"TRA";"Incorporación de criterios de sustentabilidad y ciclo de vida en adquisiciones municipales";"OE1. Institucionalizar la gobernanza climática municipal en Alhué para proteger ecosistemas, impulsar la descarbonización y el desarrollo local.";"Inserción de criterios obligatorios de eficiencia energética, ahorro hídrico (compras azules) y economía circular en el nuevo ""Manual de Procedimiento de Adquisiciones"". Al ser las compras dependientes de los requerimientos de cada unidad, la medida responsabiliza a cada dirección solicitante de aplicar los criterios climáticos antes de cursar la compra.";"BP; PP";"Comunal (Institucional Municipal)";"2026";"2027";"Dirección de Administración y Finanzas; Administración Municipal";"Todas las unidades requirentes del municipio; SECPLA; Asesoría Jurídica";"ChileCompra; MMA";"Política Nacional de Compras Públicas Sustentables, Certificación SCAM Nivel Excelencia";"Aprobación vía Decreto Alcaldicio del nuevo ""Manual de Procedimiento de Adquisiciones"" incluyendo el anexo de compras verdes.";"Capacitación legal a los formuladores de bases de licitación, bases tipo estandarizadas con ponderación de puntaje por sustentabilidad.";"ECO";"LOC";"Otorgar puntaje adicional en las bases de licitación a proveedores locales que posean el ""Sello Empresa Mujer"" en Mercado Público, fomentando la economía circular femenina en la comuna.";"A1. Redacción del capítulo de sustentabilidad en el nuevo manual. A2. Aprobación y publicación del manual. A3. Capacitación a todas las jefaturas requirentes. A4. Inclusión de los criterios en al menos 3 licitaciones grandes.";"Licitaciones públicas con criterios de sustentabilidad";"Lograr que el 100% de las unidades requirentes apliquen el manual y que al menos el 50% de las compras públicas mayores incluyan criterios de economía circular o eficiencia al 2030.";"Revisado";"";"COM"
"Alhue";"MX-03";;"MIX";"TRA";"Actualización climática de la Ordenanza Apícola y certificación sustentable";"OE1. Institucionalizar la gobernanza climática municipal en Alhué para proteger ecosistemas, impulsar la descarbonización y el desarrollo local.";"Modificación de la ordenanza vigente para proteger la flora nativa frente a la tala y la parcelación abusiva (mitigación). La normativa actualizada regulará la carga de colmenas y apoyará la certificación orgánica de cooperativas apícolas locales, asegurando su resiliencia comercial ante amenazas como la sequía.";"PP";"Rural / Áreas de conservación";"2026";"2028";"Oficina de Medio Ambiente";"PRODESAL; ODEL; Asesoría Jurídica";"SAG; Cooperativas Apícolas de Alhué";"Ley Apícola NÂ° 21.489, Plan de Gestión Paisaje de Conservación";"Modificación y promulgación en el Concejo Municipal de la Nueva Ordenanza Apícola con criterios de Cambio Climático.";"Asesoría jurídica y ambiental, sellos de certificación orgánica/Rainforest Alliance para la miel local.";"POL; ADM";"OTR; LOC";"Proteger la actividad apícola resguarda directamente una economía de pequeña escala (agricultura familiar) que es altamente compatible con el trabajo de cuidado y ruralidad femenina.";"A1. Mesa de trabajo con PRODESAL y cooperativas apícolas. A2. Redacción técnica y jurídica de la modificación. A3. Aprobación en Concejo y publicación. A4. Postulación de apicultores a certificación orgánica.";"Ordenanza actualizada y productores certificados";"Contar con la ordenanza apícola climatizada vigente al año 2027 y lograr que al menos 1 cooperativa apícola local obtenga certificación sustentable al 2030.";"Revisado";"";"COM"
